YEAR,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2024,2,Region de Murcia,Europa,Alemania,6910,71173,10
2024,2,Region de Murcia,Europa,Austria,1898,16702,8
2024,2,Region de Murcia,Europa,Bulgaria,222,1576,7
2024,2,Region de Murcia,Europa,Belgica,3123,23735,7
2024,2,Region de Murcia,Europa,Croacia,82,640,7
2024,2,Region de Murcia,Europa,Dinamarca,1300,9750,7
2024,2,Region de Murcia,Europa,Eslovenia,60,462,7
2024,2,Region de Murcia,Europa,Estonia,115,817,7
2024,2,Region de Murcia,Europa,Finlandia,248,2282,9
2024,2,Region de Murcia,Europa,Francia,9481,81537,8
2024,2,Region de Murcia,Europa,Grecia,130,949,7
2024,2,Region de Murcia,Europa,Hungria,206,1421,6
2024,2,Region de Murcia,Europa,Irlanda,1812,12322,6
2024,2,Region de Murcia,Europa,Islandia,82,771,9
2024,2,Region de Murcia,Europa,Italia,2771,21891,7
2024,2,Region de Murcia,Europa,Letonia,364,3203,8
2024,2,Region de Murcia,Europa,Liechtenstein,262,2279,8
2024,2,Region de Murcia,Europa,Lituania,254,1524,6
2024,2,Region de Murcia,Europa,Luxemburgo,1244,13933,11
2024,2,Region de Murcia,Europa,Noruega,1189,9274,7
2024,2,Region de Murcia,Europa,Paises Bajos,7152,47203,6
2024,2,Region de Murcia,Europa,Polonia,2303,15200,6
2024,2,Region de Murcia,Europa,Portugal,1082,7899,7
2024,2,Region de Murcia,Europa,Reino Unido,11344,88256,6
2024,2,Region de Murcia,Europa,Republica Checa,312,2496,8
2024,2,Region de Murcia,Europa,Republica Eslovaca,65,442,6
2024,2,Region de Murcia,Europa,Rumania,374,2842,7
2024,2,Region de Murcia,Europa,Rusia,132,1096,8
2024,2,Region de Murcia,Europa,Suecia,3265,25794,7
2024,2,Region de Murcia,Europa,Suiza,1338,10704,8
2024,2,Region de Murcia,Europa,Turquia,106,625,5
2024,2,Region de Murcia,Oceania,Australia,45,428,9
2024,2,Region de Murcia,Africa,Argelia,388,2871,7
2024,2,Region de Murcia,Africa,Egipto,62,205,3
2024,2,Region de Murcia,Africa,Ghana,113,904,8
2024,2,Region de Murcia,Africa,Mali,95,865,9
2024,2,Region de Murcia,Africa,Marruecos,4681,41193,8
2024,2,Region de Murcia,Africa,Mauritania,55,556,10
2024,2,Region de Murcia,Africa,Nigeria,50,385,7
2024,2,Region de Murcia,Africa,Senegal,263,1920,7
2024,2,Region de Murcia,Africa,Tunez,31,167,5
2024,3,Andalucia,America,Argentina,2975,23087,7
2024,3,Andalucia,America,Bolivia,157,885,5
2024,3,Andalucia,America,Brasil,2498,15866,6
2024,3,Andalucia,America,Canada,15815,123443,7
2024,3,Andalucia,America,Chile,746,5016,6
2024,3,Andalucia,America,Colombia,4461,35455,7
2024,3,Andalucia,America,Costa Rica,150,1110,7
2024,3,Andalucia,America,Cuba,106,446,4
2024,3,Andalucia,America,Ecuador,442,2858,6
2024,3,Andalucia,America,El Salvador,90,534,5
2024,3,Andalucia,America,Estados Unidos de America,38100,253785,6
2024,3,Andalucia,America,Guatemala,201,1953,9
2024,3,Andalucia,America,Honduras,344,2814,8
2024,3,Andalucia,America,Jamaica,37,261,7
2024,3,Andalucia,America,Mexico,2761,17626,6
2024,3,Andalucia,America,Nicaragua,252,2334,9
2024,3,Andalucia,America,Panama,163,1263,7
2024,3,Andalucia,America,Paraguay,643,4961,7
2024,3,Andalucia,America,Peru,472,3887,8
2024,3,Andalucia,America,Republica Dominicana,136,899,6
2024,3,Andalucia,America,Uruguay,401,3030,7
2024,3,Andalucia,America,Venezuela,764,5186,6
2024,3,Andalucia,Asia,Arabia Saudi,576,4477,7
2024,3,Andalucia,Asia,Azerbaiyan,100,531,5
2024,3,Andalucia,Asia,Bahrein,61,391,6
2024,3,Andalucia,Asia,Bangladesh,33,108,3
2024,3,Andalucia,Asia,China,6705,38358,5
2024,3,Andalucia,Asia,Corea,3657,21454,5
2024,3,Andalucia,Asia,Emiratos arabes Unidos,1076,6521,6
2024,3,Andalucia,Asia,Filipinas,4772,13676,2
2024,3,Andalucia,Asia,India,2815,13347,4
2024,3,Andalucia,Asia,Indonesia,652,5206,8
2024,3,Andalucia,Asia,Iraq,39,215,5
2024,3,Andalucia,Asia,Iran,308,1846,6
2024,3,Andalucia,Asia,Israel,542,3889,7
2024,3,Andalucia,Asia,Japon,1400,9790,7
2024,3,Andalucia,Asia,Jordania,77,628,8
2024,3,Andalucia,Asia,Kazajstan,230,1693,7
2024,3,Andalucia,Asia,Kuwait,169,1640,9
2024,3,Andalucia,Asia,Libano,112,826,7
2024,3,Andalucia,Asia,Malasia,353,1943,5
2024,3,Andalucia,Asia,Myanmar,134,557,4
2024,3,Andalucia,Asia,Oman,76,644,8
2024,3,Andalucia,Asia,Otros paises de Asia,346,1953,5
2024,3,Andalucia,Asia,Pakistan,144,995,6
2024,3,Andalucia,Asia,Qatar,144,1068,7
2024,3,Andalucia,Asia,Singapur,396,2084,5
2024,3,Andalucia,Asia,Siria,35,197,5
2024,3,Andalucia,Asia,Sri Lanka,156,607,3
2024,3,Andalucia,Asia,Tailandia,1311,4721,3
2024,3,Andalucia,Asia,Uzbekistan,47,321,6
2024,3,Andalucia,Asia,Vietnam,265,1292,4
2024,3,Andalucia,Europa,Albania,196,1079,5
2024,3,Andalucia,Europa,Alemania,86286,746527,8
2024,3,Andalucia,Europa,Andorra,404,2664,6
2024,3,Andalucia,Europa,Armenia,82,640,7
2024,3,Andalucia,Europa,Austria,24543,197085,8
2024,3,Andalucia,Europa,Belarus,406,3155,7
2024,3,Andalucia,Europa,Bosnia y Herzegovina,180,1202,6
2024,3,Andalucia,Europa,Bulgaria,3117,25093,8
2024,3,Andalucia,Europa,Belgica,29624,221045,7
2024,3,Andalucia,Europa,Chipre,217,1491,6
2024,3,Andalucia,Europa,Croacia,1761,9936,5
2024,3,Andalucia,Europa,Dinamarca,27063,225290,8
2024,3,Andalucia,Europa,Eslovenia,1061,6104,5
2024,3,Andalucia,Europa,Estonia,3280,27717,8
2024,3,Andalucia,Europa,Finlandia,16304,155992,9
2024,3,Andalucia,Europa,Francia,101467,785716,7
2024,3,Andalucia,Europa,Georgia,355,2295,6
2024,3,Andalucia,Europa,Grecia,1807,11334,6
2024,3,Andalucia,Europa,Hungria,4743,31291,6
2024,3,Andalucia,Europa,Irlanda,41947,301470,7
2024,3,Andalucia,Europa,Islandia,502,4328,8
2024,3,Andalucia,Europa,Italia,41383,255274,6
2024,3,Andalucia,Europa,Letonia,3888,35980,9
2024,3,Andalucia,Europa,Liechtenstein,2969,24028,8
2024,3,Andalucia,Europa,Lituania,3580,25766,7
2024,3,Andalucia,Europa,Luxemburgo,8694,87072,10
2024,3,Andalucia,Europa,Macedonia del Norte,66,344,5
2024,3,Andalucia,Europa,Malta,910,5971,6
2024,3,Andalucia,Europa,Moldavia,147,1070,7
2024,3,Andalucia,Europa,Montenegro,101,651,6
2024,3,Andalucia,Europa,Noruega,14995,130422,8
2024,3,Andalucia,Europa,Paises Bajos,91625,599084,6
2024,3,Andalucia,Europa,Polonia,35028,226008,6
2024,3,Andalucia,Europa,Portugal,40853,204786,5
2024,3,Andalucia,Europa,Reino Unido,204819,1432115,6
2024,3,Andalucia,Europa,Republica Checa,8202,55050,6
2024,3,Andalucia,Europa,Republica Eslovaca,2128,13866,6
2024,3,Andalucia,Europa,Rumania,7218,62284,8
2024,3,Andalucia,Europa,Rusia,2874,24785,8
2024,3,Andalucia,Europa,Serbia,658,4180,6
2024,3,Andalucia,Europa,Suecia,46074,366854,8
2024,3,Andalucia,Europa,Suiza,32089,165764,5
2024,3,Andalucia,Europa,Turquia,2201,10584,4
2024,3,Andalucia,Oceania,Australia,1537,11525,7
2024,3,Andalucia,Oceania,Nueva Zelanda,125,1040,8
2024,3,Andalucia,Africa,Angola,45,446,9
2024,3,Andalucia,Africa,Argelia,1246,7184,5
2024,3,Andalucia,Africa,Burkina Faso,60,531,8
2024,3,Andalucia,Africa,Camerun,55,478,8
2024,3,Andalucia,Africa,Costa de Marfil,139,997,7
2024,3,Andalucia,Africa,Egipto,533,2726,5
2024,3,Andalucia,Africa,Gambia,74,465,6
2024,3,Andalucia,Africa,Ghana,299,1863,6
2024,3,Andalucia,Africa,Guinea,55,576,10
2024,3,Andalucia,Africa,Guinea Ecuatorial,48,572,11
2024,3,Andalucia,Africa,Guinea-Bissau,55,583,10
2024,3,Andalucia,Africa,Kenia,143,738,5
2024,3,Andalucia,Africa,Mali,1222,8932,7
2024,3,Andalucia,Africa,Marruecos,39250,220341,5
2024,3,Andalucia,Africa,Mauricio,39,299,7
2024,3,Andalucia,Africa,Mauritania,372,3952,10
2024,3,Andalucia,Africa,Mozambique,37,272,7
2024,3,Andalucia,Africa,Nigeria,381,2898,7
2024,3,Andalucia,Africa,Senegal,1898,13314,7
2024,3,Andalucia,Africa,SudAfrica,231,1396,6
2024,3,Andalucia,Africa,Tanzania,35,210,6
2024,3,Andalucia,Africa,Tunez,219,1376,6
2024,3,Aragon,America,Argentina,221,1599,7
2024,3,Aragon,America,Brasil,310,2014,6
2024,3,Aragon,America,Canada,207,1374,6
2024,3,Aragon,America,Chile,168,858,5
2024,3,Aragon,America,Colombia,1107,8153,7
2024,3,Aragon,America,Cuba,39,250,6
2024,3,Aragon,America,Ecuador,167,1052,6
2024,3,Aragon,America,El Salvador,49,200,4
2024,3,Aragon,America,Estados Unidos de America,2110,14127,6
2024,3,Aragon,America,Guatemala,37,220,5
2024,3,Aragon,America,Honduras,64,607,9
2024,3,Aragon,America,Mexico,340,2408,7
2024,3,Aragon,America,Nicaragua,156,1328,8
2024,3,Aragon,America,Panama,46,366,8
2024,3,Aragon,America,Peru,107,545,5
2024,3,Aragon,America,Republica Dominicana,39,217,5
2024,3,Aragon,America,Uruguay,51,240,4
2024,3,Aragon,America,Venezuela,150,964,6
2024,3,Aragon,Asia,Arabia Saudi,33,252,7
2024,3,Aragon,Asia,China,740,5766,7
2024,3,Aragon,Asia,Corea,505,3129,6
2024,3,Aragon,Asia,Emiratos arabes Unidos,71,331,4
2024,3,Aragon,Asia,Filipinas,42,201,4
2024,3,Aragon,Asia,India,112,812,7
2024,3,Aragon,Asia,Indonesia,42,207,4
2024,3,Aragon,Asia,Japon,238,2146,9
2024,3,Aragon,Asia,Malasia,36,160,4
2024,3,Aragon,Asia,Pakistan,45,345,7
2024,3,Aragon,Asia,Qatar,46,220,4
2024,3,Aragon,Asia,Tailandia,30,243,8
2024,3,Aragon,Asia,Vietnam,32,140,4
2024,3,Aragon,Europa,Albania,32,188,5
2024,3,Aragon,Europa,Alemania,8346,50232,6
2024,3,Aragon,Europa,Andorra,558,2477,4
2024,3,Aragon,Europa,Austria,6170,42996,7
2024,3,Aragon,Europa,Belarus,59,283,4
2024,3,Aragon,Europa,Bulgaria,619,3860,6
2024,3,Aragon,Europa,Belgica,3647,25969,7
2024,3,Aragon,Europa,Croacia,140,661,4
2024,3,Aragon,Europa,Dinamarca,1556,15802,10
2024,3,Aragon,Europa,Eslovenia,155,839,5
2024,3,Aragon,Europa,Estonia,187,1072,5
2024,3,Aragon,Europa,Finlandia,145,1004,6
2024,3,Aragon,Europa,Francia,24455,138679,5
2024,3,Aragon,Europa,Grecia,153,814,5
2024,3,Aragon,Europa,Hungria,453,2422,5
2024,3,Aragon,Europa,Irlanda,1342,7349,5
2024,3,Aragon,Europa,Italia,5371,35863,6
2024,3,Aragon,Europa,Letonia,400,3715,9
2024,3,Aragon,Europa,Liechtenstein,431,3034,7
2024,3,Aragon,Europa,Lituania,918,3415,3
2024,3,Aragon,Europa,Luxemburgo,1400,14164,10
2024,3,Aragon,Europa,Malta,46,413,9
2024,3,Aragon,Europa,Noruega,199,1465,7
2024,3,Aragon,Europa,Paises Bajos,9216,53651,5
2024,3,Aragon,Europa,Polonia,3518,18487,5
2024,3,Aragon,Europa,Portugal,3633,29663,8
2024,3,Aragon,Europa,Reino Unido,3099,20149,6
2024,3,Aragon,Europa,Republica Checa,1000,5629,5
2024,3,Aragon,Europa,Republica Eslovaca,239,1171,4
2024,3,Aragon,Europa,Rumania,2222,15256,6
2024,3,Aragon,Europa,Rusia,92,670,7
2024,3,Aragon,Europa,Serbia,48,264,5
2024,3,Aragon,Europa,Suecia,3902,26382,6
2024,3,Aragon,Europa,Suiza,1321,10536,8
2024,3,Aragon,Europa,Turquia,345,1985,5
2024,3,Aragon,Oceania,Australia,194,1568,8
2024,3,Aragon,Africa,Argelia,299,2351,7
2024,3,Aragon,Africa,Ghana,164,1137,6
2024,3,Aragon,Africa,Guinea Ecuatorial,44,468,10
2024,3,Aragon,Africa,Mali,182,1474,8
2024,3,Aragon,Africa,Marruecos,1324,12263,9
2024,3,Aragon,Africa,Mauritania,54,536,9
2024,3,Aragon,Africa,Nigeria,55,470,8
2024,3,Aragon,Africa,Senegal,399,3087,7
2024,3,Aragon,Africa,Tunez,33,244,7
2024,3,Canarias,America,Argentina,444,3661,8
2024,3,Canarias,America,Bolivia,32,202,6
2024,3,Canarias,America,Brasil,873,4741,5
2024,3,Canarias,America,Canada,3152,26950,8
2024,3,Canarias,America,Chile,194,1386,7
2024,3,Canarias,America,Colombia,1956,15194,7
2024,3,Canarias,America,Cuba,122,481,3
2024,3,Canarias,America,Ecuador,108,705,6
2024,3,Canarias,America,Estados Unidos de America,7527,48464,6
2024,3,Canarias,America,Honduras,54,684,12
2024,3,Canarias,America,Mexico,422,3065,7
2024,3,Canarias,America,Panama,55,303,5
2024,3,Canarias,America,Paraguay,74,574,7
2024,3,Canarias,America,Peru,87,591,6
2024,3,Canarias,America,Republica Dominicana,32,278,8
2024,3,Canarias,America,Uruguay,184,1632,8
2024,3,Canarias,America,Venezuela,909,6057,6
2024,3,Canarias,Asia,Arabia Saudi,69,351,5
2024,3,Canarias,Asia,China,1814,9433,5
2024,3,Canarias,Asia,Corea,254,1875,7
2024,3,Canarias,Asia,Emiratos arabes Unidos,247,1705,6
2024,3,Canarias,Asia,Filipinas,2807,12351,4
2024,3,Canarias,Asia,India,1736,12155,7
2024,3,Canarias,Asia,Indonesia,680,6627,9
2024,3,Canarias,Asia,Iran,44,212,4
2024,3,Canarias,Asia,Israel,117,938,8
2024,3,Canarias,Asia,Japon,317,2075,6
2024,3,Canarias,Asia,Kazajstan,75,482,6
2024,3,Canarias,Asia,Malasia,117,1031,8
2024,3,Canarias,Asia,Myanmar,146,2096,14
2024,3,Canarias,Asia,Pakistan,43,300,7
2024,3,Canarias,Asia,Qatar,30,233,7
2024,3,Canarias,Asia,Singapur,140,990,7
2024,3,Canarias,Asia,Sri Lanka,120,905,7
2024,3,Canarias,Asia,Tailandia,497,1733,3
2024,3,Canarias,Asia,Vietnam,67,361,5
2024,3,Canarias,Europa,Albania,76,513,6
2024,3,Canarias,Europa,Alemania,318234,2836287,8
2024,3,Canarias,Europa,Andorra,105,803,7
2024,3,Canarias,Europa,Austria,13592,116001,8
2024,3,Canarias,Europa,Belarus,327,2516,7
2024,3,Canarias,Europa,Bosnia y Herzegovina,56,394,7
2024,3,Canarias,Europa,Bulgaria,893,6870,7
2024,3,Canarias,Europa,Belgica,34836,288571,8
2024,3,Canarias,Europa,Chipre,70,640,9
2024,3,Canarias,Europa,Croacia,1082,7455,6
2024,3,Canarias,Europa,Dinamarca,36412,298851,8
2024,3,Canarias,Europa,Eslovenia,2898,21344,7
2024,3,Canarias,Europa,Estonia,4798,40562,8
2024,3,Canarias,Europa,Finlandia,29984,236262,7
2024,3,Canarias,Europa,Francia,77358,558854,7
2024,3,Canarias,Europa,Georgia,108,696,6
2024,3,Canarias,Europa,Grecia,591,4263,7
2024,3,Canarias,Europa,Hungria,7027,48248,6
2024,3,Canarias,Europa,Irlanda,74239,566942,7
2024,3,Canarias,Europa,Islandia,7144,85943,12
2024,3,Canarias,Europa,Italia,46486,347874,7
2024,3,Canarias,Europa,Letonia,4623,35721,7
2024,3,Canarias,Europa,Liechtenstein,458,3440,7
2024,3,Canarias,Europa,Lituania,5495,52490,9
2024,3,Canarias,Europa,Luxemburgo,2652,22449,8
2024,3,Canarias,Europa,Macedonia del Norte,30,182,6
2024,3,Canarias,Europa,Malta,216,1781,8
2024,3,Canarias,Europa,Moldavia,148,1098,7
2024,3,Canarias,Europa,Montenegro,42,287,6
2024,3,Canarias,Europa,Noruega,49391,452743,9
2024,3,Canarias,Europa,Paises Bajos,53361,393730,7
2024,3,Canarias,Europa,Polonia,35719,237736,6
2024,3,Canarias,Europa,Portugal,2241,16360,7
2024,3,Canarias,Europa,Reino Unido,545119,4002925,5
2024,3,Canarias,Europa,Republica Checa,10856,83699,7
2024,3,Canarias,Europa,Republica Eslovaca,3500,26304,7
2024,3,Canarias,Europa,Rumania,3767,30415,8
2024,3,Canarias,Europa,Rusia,1090,9394,8
2024,3,Canarias,Europa,Serbia,343,2424,7
2024,3,Canarias,Europa,Suecia,55503,418745,7
2024,3,Canarias,Europa,Suiza,19305,154050,8
2024,3,Canarias,Europa,Turquia,299,1765,5
2024,3,Canarias,Oceania,Australia,287,2002,7
2024,3,Canarias,Oceania,Nueva Zelanda,59,563,9
2024,3,Canarias,Africa,Angola,45,395,8
2024,3,Canarias,Africa,Argelia,71,335,4
2024,3,Canarias,Africa,Cabo Verde,40,237,5
2024,3,Canarias,Africa,Costa de Marfil,46,384,8
2024,3,Canarias,Africa,Egipto,98,529,5
2024,3,Canarias,Africa,Ghana,89,650,7
2024,3,Canarias,Africa,Kenia,45,321,7
2024,3,Canarias,Africa,Mali,262,3966,15
2024,3,Canarias,Africa,Marruecos,2349,17229,7
2024,3,Canarias,Africa,Mauritania,1489,17250,11
2024,3,Canarias,Africa,Nigeria,227,1519,6
2024,3,Canarias,Africa,Senegal,729,7088,9
2024,3,Canarias,Africa,SudAfrica,126,794,6
2024,3,Canarias,Africa,Tunez,58,583,10
2024,3,Cantabria,America,Argentina,79,616,7
2024,3,Cantabria,America,Brasil,132,1016,7
2024,3,Cantabria,America,Canada,62,378,6
2024,3,Cantabria,America,Chile,37,292,7
2024,3,Cantabria,America,Colombia,469,3095,6
2024,3,Cantabria,America,Estados Unidos de America,677,4265,6
2024,3,Cantabria,America,Guatemala,30,285,9
2024,3,Cantabria,America,Mexico,259,1917,7
2024,3,Cantabria,America,Paraguay,31,248,8
2024,3,Cantabria,America,Peru,73,548,7
2024,3,Cantabria,America,Venezuela,41,299,7
2024,3,Cantabria,Asia,China,207,1387,6
2024,3,Cantabria,Asia,Filipinas,302,1087,3
2024,3,Cantabria,Asia,India,112,594,5
2024,3,Cantabria,Asia,Indonesia,34,231,6
2024,3,Cantabria,Asia,Japon,31,211,6
2024,3,Cantabria,Asia,Tailandia,39,203,5
2024,3,Cantabria,Europa,Alemania,3024,17237,5
2024,3,Cantabria,Europa,Austria,5559,34466,6
2024,3,Cantabria,Europa,Bulgaria,78,554,7
2024,3,Cantabria,Europa,Belgica,867,5462,6
2024,3,Cantabria,Europa,Croacia,63,315,5
2024,3,Cantabria,Europa,Dinamarca,362,2968,8
2024,3,Cantabria,Europa,Eslovenia,52,151,2
2024,3,Cantabria,Europa,Estonia,39,261,6
2024,3,Cantabria,Europa,Finlandia,88,625,7
2024,3,Cantabria,Europa,Francia,5778,38713,6
2024,3,Cantabria,Europa,Grecia,58,354,6
2024,3,Cantabria,Europa,Hungria,78,296,3
2024,3,Cantabria,Europa,Irlanda,825,4868,5
2024,3,Cantabria,Europa,Italia,1190,6545,5
2024,3,Cantabria,Europa,Letonia,64,544,8
2024,3,Cantabria,Europa,Liechtenstein,158,1375,8
2024,3,Cantabria,Europa,Lituania,214,899,4
2024,3,Cantabria,Europa,Luxemburgo,439,5707,13
2024,3,Cantabria,Europa,Moldavia,64,461,7
2024,3,Cantabria,Europa,Noruega,77,408,5
2024,3,Cantabria,Europa,Paises Bajos,2490,15687,6
2024,3,Cantabria,Europa,Polonia,907,4626,5
2024,3,Cantabria,Europa,Portugal,703,5483,7
2024,3,Cantabria,Europa,Reino Unido,2280,11628,5
2024,3,Cantabria,Europa,Republica Checa,190,1102,5
2024,3,Cantabria,Europa,Republica Eslovaca,112,504,4
2024,3,Cantabria,Europa,Rumania,190,1349,7
2024,3,Cantabria,Europa,Rusia,104,645,6
2024,3,Cantabria,Europa,Suecia,691,4077,5
2024,3,Cantabria,Europa,Suiza,381,2553,6
2024,3,Cantabria,Europa,Turquia,73,329,4
2024,3,Cantabria,Oceania,Australia,36,263,7
2024,3,Cantabria,Africa,Marruecos,219,1686,7
2024,3,Cantabria,Africa,Senegal,51,383,7
2024,3,Castilla - La Mancha,America,Argentina,294,1606,5
2024,3,Castilla - La Mancha,America,Bolivia,35,232,6
2024,3,Castilla - La Mancha,America,Brasil,275,1743,6
2024,3,Castilla - La Mancha,America,Canada,279,1721,6
2024,3,Castilla - La Mancha,America,Chile,126,780,6
2024,3,Castilla - La Mancha,America,Colombia,1814,13921,7
2024,3,Castilla - La Mancha,America,Costa Rica,30,179,6
2024,3,Castilla - La Mancha,America,Ecuador,192,1146,6
2024,3,Castilla - La Mancha,America,El Salvador,30,455,15
2024,3,Castilla - La Mancha,America,Estados Unidos de America,4046,23020,5
2024,3,Castilla - La Mancha,America,Guatemala,61,402,6
2024,3,Castilla - La Mancha,America,Honduras,109,898,8
2024,3,Castilla - La Mancha,America,Mexico,532,2903,5
2024,3,Castilla - La Mancha,America,Nicaragua,42,427,10
2024,3,Castilla - La Mancha,America,Panama,42,251,6
2024,3,Castilla - La Mancha,America,Paraguay,157,1176,7
2024,3,Castilla - La Mancha,America,Peru,194,1465,7
2024,3,Castilla - La Mancha,America,Republica Dominicana,54,242,4
2024,3,Castilla - La Mancha,America,Uruguay,96,767,8
2024,3,Castilla - La Mancha,America,Venezuela,284,1492,5
2024,3,Castilla - La Mancha,Asia,Arabia Saudi,43,281,6
2024,3,Castilla - La Mancha,Asia,China,1116,8112,7
2024,3,Castilla - La Mancha,Asia,Corea,241,1161,4
2024,3,Castilla - La Mancha,Asia,Emiratos arabes Unidos,102,574,5
2024,3,Castilla - La Mancha,Asia,Filipinas,30,135,4
2024,3,Castilla - La Mancha,Asia,India,100,695,7
2024,3,Castilla - La Mancha,Asia,Israel,64,304,4
2024,3,Castilla - La Mancha,Asia,Japon,218,1298,6
2024,3,Castilla - La Mancha,Asia,Malasia,32,192,6
2024,3,Castilla - La Mancha,Asia,Otros paises de Asia,60,329,5
2024,3,Castilla - La Mancha,Asia,Pakistan,30,355,11
2024,3,Castilla - La Mancha,Asia,Qatar,86,286,3
2024,3,Castilla - La Mancha,Asia,Singapur,40,202,5
2024,3,Castilla - La Mancha,Asia,Tailandia,30,211,7
2024,3,Castilla - La Mancha,Asia,Vietnam,35,409,11
2024,3,Castilla - La Mancha,Europa,Alemania,7058,47737,6
2024,3,Castilla - La Mancha,Europa,Andorra,64,376,5
2024,3,Castilla - La Mancha,Europa,Austria,3618,29150,8
2024,3,Castilla - La Mancha,Europa,Belarus,35,297,8
2024,3,Castilla - La Mancha,Europa,Bulgaria,362,2578,7
2024,3,Castilla - La Mancha,Europa,Belgica,3320,23056,6
2024,3,Castilla - La Mancha,Europa,Croacia,62,418,6
2024,3,Castilla - La Mancha,Europa,Dinamarca,2091,17750,8
2024,3,Castilla - La Mancha,Europa,Eslovenia,91,557,6
2024,3,Castilla - La Mancha,Europa,Estonia,135,1179,8
2024,3,Castilla - La Mancha,Europa,Finlandia,104,552,5
2024,3,Castilla - La Mancha,Europa,Francia,16145,125436,7
2024,3,Castilla - La Mancha,Europa,Georgia,45,239,5
2024,3,Castilla - La Mancha,Europa,Grecia,127,701,5
2024,3,Castilla - La Mancha,Europa,Hungria,275,1415,5
2024,3,Castilla - La Mancha,Europa,Irlanda,1314,7470,5
2024,3,Castilla - La Mancha,Europa,Italia,5164,33591,6
2024,3,Castilla - La Mancha,Europa,Letonia,267,2211,8
2024,3,Castilla - La Mancha,Europa,Liechtenstein,529,4298,8
2024,3,Castilla - La Mancha,Europa,Lituania,433,2219,5
2024,3,Castilla - La Mancha,Europa,Luxemburgo,2697,28858,10
2024,3,Castilla - La Mancha,Europa,Malta,170,1564,9
2024,3,Castilla - La Mancha,Europa,Moldavia,38,207,5
2024,3,Castilla - La Mancha,Europa,Noruega,232,1294,5
2024,3,Castilla - La Mancha,Europa,Paises Bajos,15390,89343,5
2024,3,Castilla - La Mancha,Europa,Polonia,2927,14483,4
2024,3,Castilla - La Mancha,Europa,Portugal,4736,34566,7
2024,3,Castilla - La Mancha,Europa,Reino Unido,3064,20534,5
2024,3,Castilla - La Mancha,Europa,Republica Checa,378,2063,5
2024,3,Castilla - La Mancha,Europa,Republica Eslovaca,104,481,4
2024,3,Castilla - La Mancha,Europa,Rumania,1535,11219,7
2024,3,Castilla - La Mancha,Europa,Rusia,80,582,7
2024,3,Castilla - La Mancha,Europa,Serbia,46,295,6
2024,3,Castilla - La Mancha,Europa,Suecia,10549,67425,6
2024,3,Castilla - La Mancha,Europa,Suiza,1663,9883,5
2024,3,Castilla - La Mancha,Europa,Turquia,142,924,6
2024,3,Castilla - La Mancha,Oceania,Australia,86,913,10
2024,3,Castilla - La Mancha,Africa,Argelia,201,1693,8
2024,3,Castilla - La Mancha,Africa,Costa de Marfil,53,324,6
2024,3,Castilla - La Mancha,Africa,Egipto,63,336,5
2024,3,Castilla - La Mancha,Africa,Ghana,35,255,7
2024,3,Castilla - La Mancha,Africa,Guinea Ecuatorial,60,685,11
2024,3,Castilla - La Mancha,Africa,Mali,73,713,9
2024,3,Castilla - La Mancha,Africa,Marruecos,2567,22093,8
2024,3,Castilla - La Mancha,Africa,Mauritania,34,338,9
2024,3,Castilla - La Mancha,Africa,Nigeria,78,707,9
2024,3,Castilla - La Mancha,Africa,Senegal,289,1706,5
2024,3,Castilla y Leon,America,Argentina,317,2045,6
2024,3,Castilla y Leon,America,Bolivia,56,389,6
2024,3,Castilla y Leon,America,Brasil,842,5161,6
2024,3,Castilla y Leon,America,Canada,389,2434,6
2024,3,Castilla y Leon,America,Chile,188,1278,6
2024,3,Castilla y Leon,America,Colombia,1896,13718,7
2024,3,Castilla y Leon,America,Costa Rica,49,366,7
2024,3,Castilla y Leon,America,Cuba,48,148,3
2024,3,Castilla y Leon,America,Ecuador,196,1188,6
2024,3,Castilla y Leon,America,El Salvador,54,376,7
2024,3,Castilla y Leon,America,Estados Unidos de America,4300,28281,6
2024,3,Castilla y Leon,America,Guatemala,56,580,10
2024,3,Castilla y Leon,America,Honduras,117,1205,10
2024,3,Castilla y Leon,America,Mexico,763,5587,7
2024,3,Castilla y Leon,America,Nicaragua,31,310,10
2024,3,Castilla y Leon,America,Panama,49,336,6
2024,3,Castilla y Leon,America,Paraguay,102,716,7
2024,3,Castilla y Leon,America,Peru,235,1973,8
2024,3,Castilla y Leon,America,Republica Dominicana,73,437,6
2024,3,Castilla y Leon,America,Uruguay,118,812,6
2024,3,Castilla y Leon,America,Venezuela,247,1773,7
2024,3,Castilla y Leon,Asia,Arabia Saudi,54,348,6
2024,3,Castilla y Leon,Asia,China,1190,9070,7
2024,3,Castilla y Leon,Asia,Corea,510,3001,5
2024,3,Castilla y Leon,Asia,Emiratos arabes Unidos,90,804,8
2024,3,Castilla y Leon,Asia,Filipinas,56,256,4
2024,3,Castilla y Leon,Asia,India,131,803,6
2024,3,Castilla y Leon,Asia,Indonesia,54,235,4
2024,3,Castilla y Leon,Asia,Israel,64,565,8
2024,3,Castilla y Leon,Asia,Japon,307,2698,8
2024,3,Castilla y Leon,Asia,Kazajstan,45,394,8
2024,3,Castilla y Leon,Asia,Malasia,31,174,5
2024,3,Castilla y Leon,Asia,Oman,44,390,8
